"",Affordable brand,"edelform,elkitorg,granfest,envision,shivaki,ginzza,gardena,anahickmann,diptyque,rokids,mdlab,gabor,kaisavilla,mochtoys,rusgoldart,heinola,phillips,spinmaster,venum,osprey,toyland,jetpik,triumf,hq,nitro,promate,casio,ant,touchbeauty,muimui,paiste,zwilling,carcam,grownup,guerlain,jika,ching-ching,millet,condtrol,gigabyte,gladen,nacon,luxking,allvega,sokolov,zara,carver,kingston,can-am,creo,matrol,dolcevita,jiaxingharleybabycar,snogear,longway,merelani,artmusical,areol,thermaltake,hyundai,toway,dauscher,leatherman,pensofal,berkut,midzumi,nvidia,parrot,dkny,greta,torrent,akvarel,microfire,corsair,solomon,blanco,ryobi,trazano,retrosuperfuture,bambini,fujifilm,neoline,scorpion,ls,ersport,yst,partner,crossstreet,yes,breezeboat,janome,magniflex,joie,dizel,true,ttco,wera,labo,redblu,buldors,casper,varta,nadoba,omoikiri,hangover,kirovit,gys,almacom,nishane,deuter,trendy,bodysolid,glamvers,phanteks,indigo,fiesta,mcculloch,borovici,aria,haida,strunal,wingo,profiko,daiwa,resanta,marshall,berger,avina,dewalt,bugatti,simfer,genau,oster,condor,binatone,guess,riello,kaemingkbv,dls,sledopyt,celestron,diamondunion,rebus,mfmaster,dsquared,tomford,ariston,rogervandenberghenv,sanovit,pastel,artplays,huntkey,starmix,rucelf,keter,huawei,aquanet,fitbit,ferrino,beko,samsonite,deeper,belka,firestone,max-pro,cezaris,balenciaga,ava,dongma,aeroforce,promountain,andeks,teploross,flama,marcjacobs,salewa,casamorati,swarovski,staub,vmv,tao-tao,hertz,stendmebel,kampfer,diamant,barty,ural,bresser,nobu,fiio,hayali,boneco,ibanez,scoyco,granhel,hermes,bekzatsport,stiga,hightechway,braun,terra,babycarrier,riminiflash,waterpik,bestway,oleo-mac,graphiteleader,amazon,checkin,racer,gross,karavaevskaauf,smartrike,childhome,ildi,domini,byredo,dolcegabbana,pride,tundracomfort,blackbox,vaude,mercedes,rush,artel,dulevskijfarfor,mastercraft,grinda,gipfel,esun,motorola,dvin,baudet,light,jaguar,lucente,oursson,belcat,lava,satura,nz,harleybaby,measy,versace,shaik,silverstone,g-stone,pt-group,champion,zapco,kmk,almada,nintendo,appollo,remain,brw,audio-technica,kawasaki,antoniolavazza,sinisalo,tomfarr,karmen,mebelson,focal,squier,crea,tefal,dobrusskijfarforovyjzavod,davita,nanotex,bugati,indesit,emco,prada,suntech-msks,efremov,edcon,moulinex,amatis,andrea,dior,kartal,toyota,prestige,rival,delsey,tyrex,rivertoys,gamemax,nasomatto,uomo,cavaletto,warrior,murena,santek,kodak,beaba,magnetta,yacco,creed,lux,comma,medela,aeolus,vegas,kitfort,mantra,micio,nzxt,greyder,honor,fotomate,alesis,badboy,tch,genlog,parkcity,cort,chanel,moldabela,lihom,buggy,roingto,darina,force,basaran,king,atkinsons,kress,erkaplan,sencor,askona,qiangchi,venti,etro,hifiman,ibaby,qmax,dsk,efp,hurakan,samonite,ferrari,raveltex,daisy,btwin,arg,kenwood,jinyu,biemmedue,glasman,evrodetal,atomic,misfit,emporioarmani,signal,fisher,philips,denzel,mancera,versale,mercedesbenz,omnimount,midea,amefa,roncato,zhejiangjiajia,yuka,cayin,rika,hansa,opadiris,arnica,zyxel,impex,constancy,lele,rosenberg,sheba,elleci,kraftform,ubiquiti,chingching,aquarelle,roxy,shimano,campinggaz,harmankardon,motorguide,zarad,pinus,arteolfatto,boto,jakkspacific,eviza,dremel,akvafor,romana,vitra,orivel,clevan,nikotex,michelin,continental,bentley,arena,leefitness,baltekstil,laston,ken,yamaguchi,master,sonel,ltd,zubr,bushnell,geitaran,llarri,quechua,brauberg,jordan,salomon,palms,withings,lemark,cmi,yusufhali,belletti,osman,ray-ban,sdt,gucci,annovireverberi,element,x-race,htc,mutlu,gabriella,fixsen,nyne,domani-spa,andrewfuchs,ombra,cover,kraftool,skad,atlant,acebeam,bohemia,merkurij,enya,edge,edifier,ccm,brumer,fitwell,alpine,diesel,proma,am-pm,beats,dune,lukojl,jonnesway,brahner,solideal,tommyhilfiger,bvlgari,cowon,triumphnord,bosher,subea,doupro,dds,everlast,gorizont,formulazdorova,bravat,roadcruza,eden,onix,fila,bfgoodrich,xiaomi,fanline,widian,florentina,gerbor,dynamic,ecosoft,barretoni,edufun,krause,velvet,nortec,felisatti,lanvigator,ogreen,murager,interskol,fenix,columbia,gefest,lesozavod,gorenje,ikea,bridgestone,misty,panasonic,vox,liujo,bosch,raval,travelite,pirelli,vogue,hollicy,jetem,pioneer,textura,olmeko,einhell,deta,cocoonababy,givenchy,unyjatlet,rosetta,akvaton,police,calvinklein,newport,medalist,fireball,alis,skylor,genny,levenhuk,cyberpower,bodysculpture,battipav,gewa,aquavis,husky,incanto,sunmi,sjrc,caraya,rostok-mebel,micallef,elitech,ariete,cersanit,agl,internedoors,amf,terminus,sulhwasoo,riminibosco,carrera,atoll,forward,reima,dynafit,jeep,unikum,crescina,chayka,aquaton,swisshome,milat,polini,mersedes-benz,adil,harley-davidson,zimneevolsebstvo,optima,huter,mitas,sparky,jawbone,fractaldesign,grillver,must,mora,hori,singer,chic,nokia,nike,wehncke,groundzero,bts,proxxon,alcasta,hayabusa,m-wave,zemex,goodyear,rosato,adamas,trollbeads,info,elf,karcher,asrock,grifon,ubtech,meizu,genebre,erlit,erdenet,alpika,holiday,marcomenti,domyos,saeshin,sea-doo,kale,moonybaby,aqualife,goalzero,nathan,toneybaby,strong,greentrees,sibrteh,vitebskiekovry,vaiper,carlsbad,hjc,kuhar,mart,sonor,brother,alexandre.j,ardoni,stagg,delta,sisley,konlega,arms,lucentesilver,brevi,chicco,teorema,ural-mikma-term,porsche,carwel,boss,forsage,nixx,mio,standard,scierra,praktik,valve,arwanan"
scales,Affordable brand,"dauscher,bosch,ava,huawei,gorenje,kenwood,sencor,xiaomi,tefal,artel"
music_tools,Budget brand,"tesler,akai,cortland,denn"
microphone,,""
tv,Budget brand,"jvc,bq,harper,irbis,saturn,swissline,olto,elenberg"
tonometer,Budget brand,"omron,gamma,csmedica"
environment,Budget brand,"barhatnyjsezon,snowcap,dwt,aqua,rovus,smile,garanterm,fais,saturn,elvin,willmark,unit,nord,ballu,ewt,vitek,regent,kelli,maxwell,stanley,etalon,luazon,teplokryma,termia,sinbo,kolner,alteco,vihr,metalac,sakura,airline,yika,timberk,p.i.t.,demark,scoole,irit,ecoterm,autovirazh,ditreex,delsot,redmond,zass,zelmer,delimano,domasnijocag,lumme,luxell,aquaverso,profteplo,elenberg,greentek,polaris,kraton,blauberg,normann,engy,centek,stn,oasis,scarlett,wester,swissline,galaxy,stern"
massager,Affordable brand,"pangao,x-foot,yamaguchi,xiaomi,touchbeauty"
appliances,Mid-range brand,"vasin,hubert,gree,fubag,candy,obi,dometic,msb,housefit,fornelli,haier,delonghi,roborock,hotpoint-ariston,milano,falmec,korting,best,miele,pozis,vestel,volcano,makita,lg,hp,fagor,metabo,lessar,bissell,fantasia,melitta,milwaukee,thomas,hurom,flavia,snez,stihl,svar,samsung,danke,electrolux,char-broil,ezetil,schaublorenz,nagano,zanussi,cameron,deton,franke"
chair,High-end brand,"gomeldrev,nik,pinskdrev,bugaboo,mima,micuna,cybex,aero"
microwave,Affordable brand,"beko,midea,maunfeld,hansa,arg,cata,gorenje,dauscher,panasonic,horizont,ava,oursson,bosch"
underwear,,""
lawn_mower,Mid-range brand,"al-ko,makita,stihl,greenworks"
living_room,Affordable brand,"peg-perego,chicco,kiddy,misty,cersanit,belecoo,bts,brevi,vasden,graco,vmv,ferrari,askona,akvaton,efp,akvarel,besafe,alavann,stendmebel,kmk,heyner,mebelson,opadiris,chairman,maxi-cosi,smk,ikea,joie,satura,brw,aqualife,fant-mebel,quatro"
snowboard,Mid-range brand,"thule,bfsnowboards,burton,gnu,libtech"
iron,Mid-range brand,hotpoint-ariston
tablet,Affordable brand,"wacom,nomi,huion,huawei,xiaomi"
oven,,""
alarm,Affordable brand,"tec,tomahawk,starline,pandect"
meat_grinder,Budget brand,"lumme,greentek,willmark,scarlett,olto,masima,aksion,kambrook,elenberg,bene,vitek,zelmer,unit,delimano,polaris,saturn,galaxy,redmond,maxwell,first"
components,Mid-range brand,"toshiba,gainward,pny,lg,grohe,franke,his,am.pm,intel,samsung,hp,palit"
washer,,""
grill,Affordable brand,"arnica,bosch,tefal,demiray,cmi,gorenje,kitfort"
electronics,Budget brand,"keneksi,ipipoo,veston,mykronoz,trust,avatar,skullcandy,nady,steelseries,elenberg,continent,urbanears,saturn,dlaudio,global,canyon,jabra,hiper,jvc,clarion,delux,maono,phantom,qcyber,olto,koss,ovation,vertex,qq,microlab,fsd,hoco,kehan,sades,meze,dagee,sonda,bluesonic,genius,acme,celebrat,alphard,manhattan,nexttab,navitel,audac,irit,soundstream,agu,micromax,monster,wuw,mystery,hercules,cortland,sigma,tesoro,inkax,calypso,rapoo,homage,danielklein,flight,invotone,borasco,kalenji,kicx,iwalk,madina,wonlex,acqua,marley,prolike,vibe,bravis,ritmix,superlux,numark,graffitisound,honhongvictorygroupltd,deviser,siee,orico,joker,joyroom,defender,crunch,jinga,audiotop,g-cube,mark,acv,magnat,prestigio,lorus,wster,troyka,caravanmusic,tecno,inoi,cvgaudio,bq,zalman,nobby,cougar,maxvi,harper,olmio,cnd,rombica,plantronics,itc,razer,toro,swissline,veho,awei,texet,ortega,dsppa,festina,gionee,usams,havit,aula,intro,logitech,tp-link,crown,meike,hyperx,intex,gembird,redragon,zte,swat,denn,nuforce,aimoto,ark,moxom,nakamichi,elari,machete,akai,naranda,dunu,infinity,ultrasone,jbl,remax,irbis,yison,k-lite,tesler,jet,bluedio,sven"
memory,Affordable brand,"amd,corsair,gskill,gigabyte,zeppelin,kingston,g.skill,ballistix"
player,Mid-range brand,"sony,farcar,kaier,winca,redpower"
cabinet,High-end brand,"molodecnomebel,pinskdrev,uta,lubimyjdom,silva,stolplit,permanence"
clocks,,""
player,,""
kitchen,Mid-range brand,"milano,falmec,hp,danke,electrolux,vasin,franke,schaublorenz,pozis,char-broil,haier,emer,snez,komfort-s,hotpoint-ariston,vestel,fagor,delonghi,samsung,startline,svar,bazhou,korting,melitta,flavia,hurom,candy,obi,fly,sv,msb,lg,ashleyfurniture,ezetil,inglesina,zanussi,best,imperial,dometic,cameron,cam,fornelli,anreks,adamex,stokke"
ironing_board,Budget brand,"gimi,eurogold,worwo,dogrular,dasch,hausmann,nika,attribute,perilla,jata,haushalt"
sport,Budget brand,"line,fischer,anon,inswim,bertoni,bmw,sigma,onlitop,lorelli-bertoni,graffiti,julbo,joerex,centurion,stels,wilson,matrix,doublefish,hycell,italtrike,maak,babyhit,mars,babolat,ansmann,lorelli,nitecore"
stationery,Mid-range brand,"hp,samsung,kyocera"
cartrige,Affordable brand,"ricoh,xiaomi,xerox,akvafor,phoenix,panasonic,epson"
toys,High-end brand,liebherr
microphone,Budget brand,"sven,wster,ritmix,superlux,itc,hoco,hyperx,audac,nady,dagee,trust,defender,razer,maono,meike"
smartphone,Affordable brand,"motorola,htc,leagoo,philips,xiaomi,oukitel,nubia,honor,doogee,huawei,meizu,nokia"
mouse,Budget brand,"delux,defender,redragon,cobra,wintek,frozen,cougar,harper,ritmix,logitech,crown,acme,tesoro,orico,deepcool,epicgear,razer,smartbuy,zalman,trust,manhattan,cnd,hibertek,x-game,rapoo,steelseries,zwerg,genius,gembird,hyperx,sven,mars,canyon"
glove,,""
living_room,,""
tools,Budget brand,"intex,stayer,saturn,csmedica,p.i.t.,edon,bene,wortex,kolner,vitek,bossh,stels,elenberg,sti,nexttool,polaris,clatronic,energolux,maxwell,wester,pit,tundra,oase,nowodvorski,modern,hammer,omron,bovidix,solaris,iek,maman,mustang,deluxe,blackdecker,alteco,galaxy,eurolight,ansmann,paint,kalibr,stavr,fit,ultraflash,gamma,vihr,temp,scarlett,kosmos,enkor,eurolux,dwt,matrix,mekkan,stanley,patriot,escada,military,lezard,graphite,rowenta,crown,oasis,eco,rombica,greenpro,stermay,texa,puckator,radiant,lidonet,ivt,total,rotorazer"
dishwasher,,""
subwoofer,Affordable brand,"gladen,kicker,morel,kenwood,pride,fli,aces,ural,groundzero,prology,focal,avis,alpine,edge,hertz,element,pioneer,dls"
bath,Mid-range brand,"roca,triton,am.pm,belux,universal"
piano,,""
toster,High-end brand,"bork,kitchenaid,smeg"
moccasins,Affordable brand,"etor,salamander,greyder"
tablet,High-end brand,"lenovo,apple,acer"
painting,High-end brand,schneider
ballet_shoes,Budget brand,"baden,respect,pablosky,betsy,garvalin,caprice,rieker,spur"
hob,Budget brand,"smile,oasis,dsp,saturn,aeg,maxwell,vitek,crown,luxell"
light,High-end brand,"herman,aldit,elitebohemia,preciosa"
sandals,High-end brand,sergiorossi
umbrella,Affordable brand,xiaomi
shorts,Budget brand,"noppies,mangokids,carters,crockid"
air_heater,Mid-range brand,"volcano,electrolux"
peripherals,Budget brand,"tesoro,frozen,steelseries,trust,rapoo,x-game,genius,sven,crown,delux,hibertek,razer,acme,smartbuy,zalman,defender,harper,cougar,orico,canyon,global,epicgear,d-link,cnd,hyperx,lexmark,redragon,logitech,gembird,konoos,ritmix,cobra,zwerg,mars,manhattan,deepcool,wintek"
welding,,""
welding,Affordable brand,"huter,denzel,hyundai,resanta,zubr,magnetta,paton,esab,helvi,wert,aiken,elitech,laston,kaierda,forza"
cpu,Mid-range brand,"intel,hp"
personal,,""
universal,Budget brand,"mica,bayerlux,alfa,lidonet,illumico,svetogor,modern"
video,,""
living_room,High-end brand,"divalux,hotner,mima,mebberykz,nik,rivalli,stolplit,silva,pinskdrev,apriori,mebberi,bugaboo,molodecnomebel,trevi,bellamebel,rals,embawood,kia,permanence,aero,cybex,uta,lubimyjdom"
trousers,Mid-range brand,persona
ebooks,Affordable brand,"pocketbook,amazon"
clocks,Budget brand,"jet,mykronoz,calypso,canyon,lorus,qq,danielklein,aimoto,festina,acme,elari,irit,toro,wonlex,agu,troyka,hiper"
generator,High-end brand,"bork,caiman,tarlan,senci,lutian,firman,kipor"
screw,,""
washer,Affordable brand,"dauscher,optima,indesit,bosch,atlant,rebus,arg,shivaki,comfee,evgo,hansa,midea,ikea,atlantic,aletant,beko,bosher,artel,gorenje"
telephone,Mid-range brand,"fly,blackberry"
auto,Mid-range brand,"t-max,sony,farcar,hp,pandora,metabo,kaier,fubag,winca,mateus,blackvue,redpower,dowontec,aurora"
generator,Affordable brand,"stalker,xiaomi,midea,tefal,philips,karcher,wert,tch,polti,huter,denzel,ryobi,sibrteh,resanta,zubr,cameo,kitfort,magnetta,forza"
lawn_mower,Affordable brand,"cmi,bosch,huter,magnetta,dewalt,agrimotor,carver,gardena,castelgarden,hyundai,ryobi,grinda,denzel"
headphone,High-end brand,"roland,lenovo,apple,asus,proel,acer,samson,fender,msi,krk"
fryer,,""
monitor,High-end brand,"msi,aorus,lenovo,dell,smart,viewsonic,acer,asus"
apparel,High-end brand,"seed,weekend,cybex,mima,sergiorossi,egg"
cooler,Budget brand,"cougar,bona,gamerstorm,noctua,acd,crown,ecocool,aerocool,pccooler,zalman,chenri,enermax,mam,titan,coolermaster,deepcool,supermicro,id-cooling,gembird,aardwolf"
video,Budget brand,"bq,prolike,olto,swissline,bluesonic,acme,elenberg,irbis,jvc,veho,harper,kehan,saturn,honhongvictorygroupltd"
table,Affordable brand,"gerbor,halmar,vista,mebelson,brw,satura,inspiwood,davita,popov,domini,mamadoma,v-unic,ikea,mebelswow-rn,stiga,listvig,signal,ersport,stendmebel,genau,skandika,bts,fengnix,mebels"
videocards,Affordable brand,"asrock,sinotex,amd,powercolor,gigabyte,sapphire,zotac,colorful,afox"
compressor,Budget brand,"kingtony,kolner,chameleon,novabright,cityup,airline,voin,alteco,tpmaster,avs,autovirazh,autoprofi,tornado,torso,maakavto,alca,alligator"
appliances,Affordable brand,"pangao,janome,resanta,magnetta,cmi,ferre,veritas,xing,hyundai,karcher,naomi,zerten,delta,huawei,zorg,xiaomi,carver,touchbeauty,thor,leader,runwin,kenwood,jetair,optima,birusa,singer,mbs,aoki,elikor,demiray,chayka,zubr,kronasteel,oursson,felisatti,biemmedue,bosch,simfer,forza,kitfort,gorenje,annovireverberi,tcl,beaba,thermex,atlant,toyota,moulinex,mcculloch,ikea,nutribullet,arnica,dauscher,hoover,oster,teploross,monsher,almacom,tefal,mrm-power,indesit,shivaki,horizont,bts,kristal,ariete,panasonic,gefest,dahatsu,einhell,dexp,ariston,starmix,philips,comfee,gipfel,ryobi,maunfeld,arg,sibrteh,denzel,otex,ilife,polti,binatone,greta,klima,flama,ava,faber,elica,fresh,braun,gardena,hintek,zobo,master,akpo,hansa,yamaguchi,atlantic,dewalt,electronicsdeluxe,stinol,sencor,cata,jaguar,leadbros,bosher,x-foot,konov,rebus,midea,gutrend,carino,brother,evgo,artel,beko,homeelement,pika,darina,aletant"
bed,Affordable brand,"v-unic,dardav,redford,tridevatoecarstvo,llarri,kmk,glamvers,vmv,gerbor,schardt,nuna,vegas,graco,chicco,mozgamebel,joie,incanto,bambini,skv-kompani,lel,olmeko,satura,polini,askona,borovici,brw,uomo,vasden,skv,domini,mebelson,brevi,ikea,bts,davita,stendmebel"
auto,Affordable brand,"mio,laston,zubr,incar,mydean,avis,imx,cardrox,neoline,artway,magma,ams,sho-me,subini,goodyear,newco,playme,intego,kenwood,trendvision,pandect,hyundai,teslastyle,prestige,magnetta,stonelock,prology,stinger,ryobi,pioneer,heyner,berkut,xiaomi,tomahawk,autoline,denzel,einhell,tec,inspector,starline,alpine"
skates,Budget brand,"midou,marvel,sunbody,toocool,creature,micmax,maidou,rexco,frozen,graffiti,enchantimals,schreuders,babyhit,globber,smartway,kuqidai,disney,ruixinlang,coolmaster,weichao,maxi,feile,onlitop,zinc,next,penny,niio,xkg,scooter,suncolor,pawpatrol"
headphone,Budget brand,"invotone,jvc,yison,logitech,g-cube,canyon,wuw,elari,celebrat,dunu,aula,ultrasone,veho,awei,plantronics,acqua,sades,iwalk,defender,crown,joyroom,superlux,cougar,olmio,qcyber,nuforce,moxom,urbanears,genius,marley,usams,global,meze,steelseries,microlab,orico,intro,remax,mark,monster,denn,borasco,hoco,ipipoo,acme,havit,nobby,bluedio,harper,jbl,olto,magnat,koss,zalman,numark,cnd,jabra,hyperx,skullcandy,rombica,trust,kalenji,hercules,gembird,manhattan,continent,tesoro,redragon,sven,inkax,rapoo,ritmix,delux,razer,siee"
bath,Budget brand,"rosa,antika,whitewave"
shirt,Budget brand,"noppies,conceptclub,dion,myprotein,sabyrzhanayrin,puma,vilatte"
kids,High-end brand,"hartan,doohan,junama,seed,dsland,sbw,joyor,mutsy,ninebot,cybex,bugaboo,liebherr,minimotors,mima,babyzen,noordi,arno,anex,kingsong,hamilton,tako,e-twow,egg"
microwave,High-end brand,"kuppersberg,kaiser,smeg,daewoo,kuppersbusch,nodor,siemens,whirlpool,teka,neff"
faucet,Budget brand,"daniel,akor,decoroom,iddis,remer,drop,calorie,rossinka,damixa,slezakrav,rubineta,neptun,drgans,parus,ampm,kaledomino,yota,esko,gerdamix,gran-stone,voda,bamboo,cobra"
air_conditioner,Affordable brand,"artel,almacom,klima,beko,panasonic,otex,zerten,shivaki,atlantic,midea,tcl"
bath,High-end brand,"libero,sharking,jacobdelafon,ravak"
videocards,High-end brand,"evga,msi,asus"
shoes,Budget brand,"caprice,ag,face,lealelo,suave,rooman,betsy,converse,marcomen,adidas,keddo,walkmaxx,agatharuizdelaprada,saucony,nanga,derspur,saniano,strobbs,shoesrepublic,peak,spur,tamaris,pablosky,marko,indiana,nexpero,rieker,onhillsport,vans,rheinberger,crosby,gioseppo,bartek,fischer,asics,millionaire,puma,babybotte,fassen,shagovita,aladen,baden,remonte,skechers,sterntaler,biomecanics,catunltd,destra,solostyle,tesoro,alaskaoriginale,glam-forever,eltempo,minimen,miescarpe,kapika,respect,xti,estomoda,baratto,lauravalarosa,garvalin,escan,legre,ciaobimbi,marcotozzi"
toys,Mid-range brand,"adamex,aurora"
jumper,,""
desktop,Budget brand,"defender,cougar,remix,cobra,sven,genius,microlab,logitech,jbl,delux,manhattan,barneo,cnd,polaris,deluxe,trust,gembird,ritmix,razer,acme,crown,zeta,aerocool,brateck"
steam_cooker,Budget brand,"ibili,maman,centek,polaris"
music_tools,,""
power_supply,High-end brand,"evga,asus"
cartrige,Mid-range brand,"kyocera,samsung,hp"
refrigerators,Budget brand,"elenberg,willmark,aeg,coolfort,snowcap,renova,deluxe,ardo"
blender,,""
construction,High-end brand,"kaiser,husqvarna,pedrollo,livnynasos,firman,jacobdelafon,telwin,lutian,tarlan,caiman,kuppersberg,jasic,smeg,kelet,helix,inter,senci,bork,schneider,lux-tools,kipor,hitachi,dab,festool,teka"
dishwasher,High-end brand,"whirlpool,bompani,smeg,kuppersberg,teka,siemens,kaiser"
living_room,Budget brand,"babyhit,bertoni,juventa,mifold,alterna,siger,aerocool,babygo,vako,lorelli-bertoni,nania,zlatek,lorelli,tizo,smile,bambola,emily"
tennis,Budget brand,"babolat,wilson,doublefish,joerex"
snowboard,Affordable brand,"ride,evrodetal,santacruz,atlant,santa-cruz,roxy,biwec,lux"
shirt,High-end brand,weekend
meat_grinder,Affordable brand,"gorenje,panasonic,kenwood,philips,dexp,arg,artel,moulinex,arnica,dauscher,maunfeld,bosch"
coffee_machine,Budget brand,"sinbo,maxwell,sakura,saturn,polaris,redmond,first,vinzer,vitek,bene,centek,galaxy,scarlett"
personal,Budget brand,"ermila,vitek,moser,masstone,sakura,omron,junte,gezatone,agu,imetec,haday,kiepe,promozer,maxima,remington,polaris,matrix,galaxy,rowenta,babyliss,willmark,bene,medisana,first,marta,bbk,scarlett,aeg,shima,sonar,kangkang,beurer,redmond,smile,unit,bodykraft,bradex,hottek,irest,wahl,lumme,maxwell,babylisspro,hada,saturn,ramili,maestro,centek,carhome,momert,acme,elenberg,zelmer,wellneo"
compressor,Mid-range brand,"aurora,fubag,mateus,t-max,hp,metabo"
screw,Mid-range brand,"makita,milwaukee"
bag,Budget brand,"keddo,amen,flambeau,zfts,soyntec,luris,fisherman,savagegear,okuma,respect,continent,fabretti,petek,nexpero,trust,carpisa,sumdex,stels,rivacase,stayer,hama,rieker,remonte,manhattan,salmo,tyr,targus,deluxe,andromeda,matex,imax,muqajankz,a-elita,acron,tonybellucci,fabrikakarteks,canyon,voyager,easycamp,tsv,defender,kingslong,ritmix,aquatic,stanley,helios,moliabal,dam,titan,bestlife,miracle,sacvoyage,sarabella,puma,tl,tucano,palisad,norfin,namazu,prologic,matrix,mad,capline,trunki,vipe,miracase,conceptclub,shoiberg,g-cube,rapala,outwell,picard,portcase,baden,crown,jrc,saksi,karya"
tennis,,""
photo,,""
trousers,,""
piano,Mid-range brand,"arturia,yamaha"
keds,Budget brand,"face,rieker,gioseppo,bartek,puma,escan,pablosky,vans,keddo,strobbs,agatharuizdelaprada,tamaris,tesoro,nexpero,peak,shagovita,marko,biomecanics,asics,fassen,marcotozzi,spur,rooman,rheinberger,adidas,baden,caprice,converse,millionaire,garvalin,crosby,saucony,catunltd,estomoda,remonte,respect"
cultivator,Affordable brand,"carver,hyundai,huter,ryobi"
photo,High-end brand,"nikon,tamron,canon"
cooler,Mid-range brand,intel
bed,,""
trousers,Affordable brand,"omero,nike,jordan,daneildesch"
microwave,Budget brand,"galanz,redmond,sess,scarlett,tristar,willmark,daewooelectronics,vitek,luxell,bbk,elenberg"
skirt,,""
skirt,Budget brand,"sly,conceptclub"
country_yard,,""
step_ins,Affordable brand,"nike,greyder"
toster,,""
tshirt,Mid-range brand,persona
cpu,High-end brand,hpe
lawn_mower,Budget brand,"patriot,accumaster,alteco,ivt"
videoregister,Affordable brand,"playme,mio,inspector,avis,intego,sho-me,artway,xiaomi,pioneer,trendvision,tomahawk,stonelock,alpine,neoline,prestige,incar,subini"
appliances,Budget brand,"dam,p.i.t.,koopman,bodykraft,profteplo,zelmer,vihr,rowenta,clatronic,ventura,maxima,ecoterm,blauberg,hottek,fais,alteco,attribute,ballu,zass,maestro,unit,turbo,rovus,boyscout,autovirazh,babyliss,carhome,irest,eurogold,tramontina,hada,luxell,prc,aeg,medisana,oasis,ewt,perilla,dogrular,kangkang,household,yika,ermila,jata,remington,geneticlabnutrition,aksion,marta,haday,akel,first,junte,kiepe,termia,regent,snowcap,matrix,barhatnyjsezon,promozer,omron,fissman,polaris,nord,sinbo,berghoff,smile,delimano,redmond,haushalt,engy,airline,gezatone,domasnijocag,imetec,centek,masima,wellneo,apollo,dsp,eurostek,scoole,fit-rx,daiwerina,ardo,maxwell,wellberg,stern,asel,bbk,kambrook,normann,luazon,aqua,nika,galanz,galaxy,agness,deluxe,hausmann,greentek,swissline,haeger,elvin,lumme,maman,vitek,babylisspro,ibili,moser,bergner,sakura,nutrex,elenberg,irit,saturn,acme,turboair,sess,delsot,kelli,dwt,olto,coolfort,timberk,stn,dasch,kolner,beurer,ditreex,akro,kraton,crown,demark,metalac,momert,willmark,bene,rondell,shindo,shima,tristar,vinzer,ramili,daewooelectronics,taller,sonar,stanley,wester,aquaverso,now,garanterm,gimi,homs,worwo,renova,etalon,wahl,masstone,aston,bradex,natrol,humidifier,agu,kumtel,teplokryma,ves,scarlett,energy"
cartrige,High-end brand,canon
trainer,Budget brand,"onlitop,inswim"
anti_freeze,,""
carriage,Mid-range brand,"slaro,tutis,recaro,moon,bumbleride,larktale,hp,verdi,adamex,hotmom,stokke,quinny,joieanglia,circle,moongmbh,inglesina,mccan,lonex,easywalker,thule,riko,cam,maclaren,pegperego"
costume,Budget brand,"annaanna,tyr,conceptclub,aivengo"
motherboard,High-end brand,"asus,msi"
videoregister,High-end brand,garmin
shorts,,""
bicycle,High-end brand,"scott,ekobike,tailg,i-velo,cube,hadaa,cannondale,eltreco,trek,greenbike,bafang,specialized,wh,masi,giant,pinarello,merida,zpao"
country_yard,Budget brand,"koopman,maclay,alteco,palisad,accumaster,patriot,prc,ivt"
winch,Affordable brand,denzel
water_heater,Budget brand,"delimano,regent,redmond,etalon,metalac,fais,garanterm,aqua,willmark,oasis,aquaverso"
shoes,Affordable brand,"nike,cover,hoka,indigo,columbia,anta,burgerschuhe,fracescodonni,romax,atrai,genau,native,velvet,ara,covani,francescodonni,dolcevita,reebok,cavaletto,jordan,bugatti,atomic,tuffoni,lange,fila,lauravalorosa,bochetti,ersport,rossignol,ralfringer,gabor,rovigo,ergo,makers,etor,oliviabambino,ride,glasman,romer,salamander,greyder,salomon"
costume,Mid-range brand,"dcshoes,dragonfly,burton,quiksilver"
parktronic,Budget brand,"erisson,flashpoint,cenmax,parkmaster"
generator,Budget brand,"maxwell,p.i.t.,eurolux,stanley,elenberg,alteco,kolner,polaris,rowenta,saturn,galaxy,clatronic,scarlett,vitek,bene"
saw,Budget brand,"dwt,ivt,rotorazer,enkor,p.i.t.,patriot,alteco,tundra,eurolux,crown,graphite,vihr,total,stavr,edon,fit,wortex,oasis,mekkan,stanley,kolner"
alarm,Mid-range brand,"dowontec,pandora"
mixer,Mid-range brand,electrolux
bedroom,Mid-range brand,"centrpravilnogosna,lider,romack,mebelazii,mebelev,luciasvetlaa,value,sv,lifedeco,imperial,komfort-s,mebbery.kz,mibb,rajton,orto-bed,stokke"
furniture,,""
tennis,Mid-range brand,"startline,head,fly"
bathroom,Budget brand,"colombo,sanita,santeri,rosa,iddis,antika,whitewave,faans,gesso"
blender,Affordable brand,"gorenje,philips,moulinex,arnica,bosch,tefal,sencor,kenwood,dauscher,nutribullet,artel,kitfort,xiaomi,panasonic,braun"
skates,Affordable brand,"slider,forward,biwec,cityrover,ferrari,torrent,stiga,longway,xiaomi,altair,micro,manke,phoenix"
jeans,High-end brand,weekend
sewing_machine,Budget brand,household
